level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm111_1,52,0,52,3,17.333333333333332,3.306839506364678,12.0,25.0
sm321_3,12,0,12,1,12.0,0.0,12.0,12.0
sm631_3,20,20,0,2,10.0,0.0,10.0,10.0
sm321_1,17,0,17,2,8.5,2.5003975659858546,5.0,12.0
sm112_1,23,4,19,3,7.666666666666667,4.189189364274665,1.0,18.0
sm211_3,16,15,1,3,5.333333333333333,0.2788027137159853,5.0,6.0
sm351_3,9,0,9,3,3.0,0.0,3.0,3.0
sm631_2,1,0,1,1,1.0,0.0,1.0,1.0
sm543_3,1,1,0,3,0.3333333333333333,0.2776225792667825,0.0,1.0
comprehension_check,0,0,0,3,0.0,0.0,0.0,0.0
experiment,0,0,0,3,0.0,0.0,0.0,0.0
s111_1,0,0,0,3,0.0,0.0,0.0,0.0
