level,actual_obs_count,ref_obs_count,obs_diff,obs_pct_diff,actual_agent2,ref_agent2,agent2_diff,agent2_pct_diff,actual_agent3,ref_agent3,agent3_diff,agent3_pct_diff,actual_mean,ref_mean,mean_diff
consents,0,0,0,,0,0,0,,0,0,0,,,,
counters,0,0,0,,0,0,0,,0,0,0,,,,
users,0,0,0,,0,0,0,,0,0,0,,,,
