level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm112_1,120,52,68,14,8.571428571428571,2.8354150628397563,3.642857142857143,14.430357142857142
sm111_1,84,51,33,14,6.0,2.0064362688075845,2.357142857142857,9.930357142857142
sm431_1,34,25,9,6,5.666666666666667,1.0936080857930681,3.1666666666666665,7.5
sm611_1,46,14,32,9,5.111111111111111,1.6055632468116452,1.7777777777777777,8.222222222222221
sm221_1,40,25,15,8,5.0,1.587091394176299,2.0,8.125
sm611_2,21,4,17,5,4.2,1.3380375871344514,1.6,6.6
sm211_1,37,8,29,9,4.111111111111111,1.16300801244864,2.2222222222222223,6.44722222222222
sm211_2,17,12,5,5,3.4,2.0524852583479705,0.0,8.2
sm431_2,27,18,9,8,3.375,1.2502800924931519,0.75,5.625
sm221_2,16,3,13,6,2.6666666666666665,0.7914372549255181,1.1666666666666667,4.166666666666667
sm543_1,17,17,0,8,2.125,1.9725823342614728,0.0,6.375
comprehension_check,0,0,0,14,0.0,0.0,0.0,0.0
experiment,0,0,0,14,0.0,0.0,0.0,0.0
s111_1,0,0,0,14,0.0,0.0,0.0,0.0
sm543_2,0,0,0,6,0.0,0.0,0.0,0.0
