level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm111_1,100,0,100,7,14.285714285714286,2.999434343654166,8.428571428571429,19.857142857142858
sm112_1,91,28,63,7,13.0,5.1582480169372324,4.857142857142857,24.285714285714285
sm321_3,30,16,14,4,7.5,3.689042690654782,0.5,14.531249999999972
sm631_3,30,30,0,4,7.5,2.208522429435871,2.5,10.0
sm631_2,21,16,5,3,7.0,3.7416786552507633,1.0,16.0
sm321_1,19,2,17,3,6.333333333333333,2.442926000311625,2.0,12.0
sm211_1,18,8,10,3,6.0,1.6917996885524555,4.0,10.0
sm351_2,18,0,18,4,4.5,0.2582801698662639,4.0,5.0
sm211_3,16,15,1,4,4.0,1.173536615614608,1.25,5.75
sm351_3,9,0,9,3,3.0,0.0,3.0,3.0
sm543_1,5,5,0,4,1.25,1.0937640317990245,0.0,3.75
sm543_3,1,1,0,3,0.3333333333333333,0.27295228042981484,0.0,1.0
comprehension_check,0,0,0,7,0.0,0.0,0.0,0.0
experiment,0,0,0,7,0.0,0.0,0.0,0.0
s111_1,0,0,0,7,0.0,0.0,0.0,0.0
