participant_id,session_id,total_steps_remaining,level_scores,prolific_id,bonus_payment
u1769204942557,u1769204942557,-15.0,"{'sm211_3': 10.0, 'sm321_1': -10.0, 'sm351_3': -6.0, 'sm543_3': 5.0, 'sm631_3': -14.0}",6272b9dfc470a51d5fa0e6ea,0.0
u1769205800607,u1769205800607,-9.0,"{'sm211_1': -1.0, 'sm321_3': -8.0, 'sm351_2': 2.0, 'sm543_1': 11.0, 'sm631_3': -13.0}",62bd2a704c56e669cce7ce56,0.0
u1769206302184,u1769206302184,87.0,"{'sm211_3': 17.0, 'sm321_3': 14.0, 'sm351_3': 23.0, 'sm543_3': 21.0, 'sm631_3': 12.0}",60a9b8f7b9748b9999090dd8,1.0
u1769205172598,u1769205172598,15.0,"{'sm211_1': -5.0, 'sm321_3': -14.0, 'sm351_2': 0.0, 'sm543_1': 22.0, 'sm631_3': 12.0}",6654b7668e8642303bbc2fa7,0.3
u1769205231966,u1769205231966,40.0,"{'sm211_3': 16.0, 'sm321_1': 4.0, 'sm351_3': 23.0, 'sm543_3': 11.0, 'sm631_2': -14.0}",5b9dd07de671c60001226b79,0.8
u1769206411989,u1769206411989,23.0,"{'sm211_1': 12.0, 'sm321_1': 7.0, 'sm351_2': -1.0, 'sm543_1': 22.0, 'sm631_2': -17.0}",66df530525ff636218e380bf,0.46
u1769207241014,u1769207241014,77.0,"{'sm211_3': 17.0, 'sm321_1': 14.0, 'sm351_3': 23.0, 'sm543_3': 11.0, 'sm631_3': 12.0}",696003f9b6ac164d5a0e51f9,1.0
u1769206431451,u1769206431451,30.0,"{'sm211_3': -7.0, 'sm321_3': 9.0, 'sm351_2': 0.0, 'sm543_1': 22.0, 'sm631_2': 6.0}",676c9d1a76e650632accd4f7,0.6
u1769205287362,u1769205287362,-87.0,"{'sm211_3': 15.0, 'sm321_1': -118.0, 'sm351_3': 5.0, 'sm543_3': -1.0, 'sm631_2': 12.0}",66f878234e0e0f8629c315c0,0.0
