file,prolific_id,bonus_payment,total_steps_remaining,n_levels_completed
exp4_15_0201226_full.json,66f46179fa81f408915abaaa,1.0,175.0,10
exp4_15_0201226_full.json,65ff0f25be498d4a99159934,0.0,0.0,10
exp4_15_0201226_full.json,5f0d2ad60ad0d6730c380b05,1.0,170.0,10
exp4_15_0201226_full.json,696a97da7648c7e49fa8eb36,0.0,-135.0,10
exp4_15_0201226_full.json,612ea863f9f13cef59a0dd99,0.0,-95.0,10
exp4_15_0201226_full.json,656d24ca2d90244628b2960e,1.0,140.0,10
exp4_15_0201226_full.json,676fec8c1265f76e247e76e7,1.0,125.0,10
exp4_15_0201226_full.json,55ed87f0748092000baa9a0b,1.0,171.0,10
exp4_15_0201226_full.json,678006318afafe2d811d0277,0.95,114.0,10
exp4_15_0201226_full.json,67edb75b0744561f1cf6ff9d,0.0,-551.0,10
exp4_15_0201226_full.json,66a8f82143da40a6b126975e,0.7916666666666666,95.0,10
exp4_15_0201226_full.json,675c89cc4e1a6bad637f454f,1.0,153.0,10
exp4_15_0201226_full.json,695bfaac39d75f3dd960b53f,0.5583333333333333,67.0,10
exp4_15_0201226_full.json,58a5cf959e040a0001399f07,1.0,162.0,10
exp4_15_0201226_full.json,67e3f1025293c35616d6e544,0.4166666666666667,50.0,10
