file,prolific_id,bonus_payment,total_steps_remaining,n_levels_completed
exp4_20.json,695ba863ce3964f9923c69ee,0.5933333333333334,89.0,10
exp4_20.json,611bfbd4af7fa6a01a106813,0.0,-13.0,10
exp4_20.json,5b98d9362cca9c0001de161f,0.86,129.0,10
exp4_20.json,6965563783d18ca4d9b7b722,1.0,153.0,10
exp4_20.json,6724260700cede758eb0c062,0.7933333333333333,119.0,10
exp4_20.json,67673cda94b4d0cf1a6a7382,0.9866666666666667,148.0,10
exp4_20.json,63c047ef36e1348b19bb8010,1.0,201.0,10
exp4_20.json,655f96e689f922fe983fed35,0.7866666666666666,118.0,10
exp4_20.json,6942e666a1c586377a926f4d,1.0,181.0,10
exp4_20.json,66799662d6513151e840c6af,1.0,169.0,9
exp4_20.json,66200b032829f40f3664afdf,1.0,167.0,10
exp4_20.json,606cf604adbb6982bb382881,0.0,-134.0,10
exp4_20.json,695bcd773894067ba8c01741,1.0,152.0,10
exp4_20.json,66e046b11e9e1bd327a5c240,0.5666666666666667,85.0,10
exp4_20.json,65c25e3de8b230c294f2b32c,0.9533333333333334,143.0,10
exp4_20.json,62b9c2f1e55fe9f17dfedc5d,0.72,108.0,10
exp4_20.json,667c5ac2e2bd1c0e9a4343bc,1.0,158.0,10
exp4_20.json,673d25851173193daa4771ca,1.0,218.0,10
exp4_20.json,66b79b447ed9ec6e6bb91638,0.7866666666666666,118.0,10
exp4_20.json,6946085fc4297ee282b32d5a,1.0,178.0,10
