level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm511_1,166,18,148,9,18.444444444444443,3.5229638427324463,11.666666666666666,25.22222222222222
sm321_3,14,2,12,1,14.0,0.0,14.0,14.0
sm521_1,174,20,154,13,13.384615384615385,2.3107551233585313,8.690384615384614,17.619230769230768
sm112_1,709,259,450,55,12.89090909090909,1.3549631660601429,10.344545454545456,15.581818181818182
sm411_1,185,20,165,15,12.333333333333334,1.1330684708857055,9.865,14.201666666666664
sm631_2,12,10,2,1,12.0,0.0,12.0,12.0
sm511_2,155,110,45,13,11.923076923076923,1.8246551086914913,8.305769230769231,15.384615384615385
sm111_1,648,433,215,55,11.781818181818181,1.4668111574657048,9.161818181818182,14.781818181818181
sm421_2,104,20,84,9,11.555555555555555,2.061753661690656,7.0,15.11111111111111
sm541_2,91,2,89,8,11.375,1.7195544641141944,7.625,14.5
sm361_1,100,19,81,9,11.11111111111111,1.6563959516925146,7.333333333333333,13.88888888888889
sm351_1,96,18,78,9,10.666666666666666,0.9988632548431993,8.777777777777779,12.666666666666666
sm521_2,95,76,19,9,10.555555555555555,1.4945929271525533,7.333333333333333,13.222222222222221
sm321_2,92,4,88,9,10.222222222222221,2.326337755685181,6.108333333333333,15.11111111111111
sm631_3,10,1,9,1,10.0,0.0,10.0,10.0
sm421_1,175,124,51,18,9.722222222222221,1.5718685592889952,7.166666666666667,13.056944444444444
sm311_1,87,37,50,9,9.666666666666666,2.627814773639617,5.333333333333333,15.555555555555555
sm541_1,162,78,84,18,9.0,1.3628212366561894,6.333333333333333,11.779166666666667
sm612_2,161,16,145,18,8.944444444444445,1.2942655323889525,6.277777777777778,11.38888888888889
sm341_1,113,18,95,13,8.692307692307692,1.5071855541655172,5.615384615384615,11.540384615384614
sm432_2,65,33,32,8,8.125,2.252931232114429,3.625,12.128124999999997
sm431_2,73,23,50,9,8.11111111111111,0.978590064867955,5.777777777777778,9.666666666666666
sm351_2,156,35,121,20,7.8,0.9093821726512654,5.8,9.40125
sm432_1,130,1,129,17,7.647058823529412,0.8860267762842063,5.882352941176471,9.176470588235293
sm341_2,128,54,74,17,7.529411764705882,1.1116769224487684,5.411764705882353,9.766176470588235
sm321_1,127,39,88,17,7.470588235294118,1.2028851742502324,4.9411764705882355,9.647058823529411
sm612_1,105,42,63,15,7.0,1.2736644573979947,4.333333333333333,9.333333333333334
sm361_2,52,22,30,8,6.5,0.9562433061912828,4.625,8.5
sm531_2,114,30,84,18,6.333333333333333,1.157554511839498,4.220833333333333,8.668055555555554
sm331_1,104,15,89,17,6.117647058823529,1.2258255948026628,3.764705882352941,8.588235294117647
sm611_2,66,7,59,11,6.0,1.2586483063968104,3.3636363636363638,8.363636363636363
sm211_2,53,16,37,9,5.888888888888889,0.9675231402673937,4.333333333333333,8.11111111111111
sm331_2,81,21,60,14,5.785714285714286,1.1612517944959293,3.642857142857143,8.142857142857142
sm411_2,98,53,45,18,5.444444444444445,0.9793910097401529,3.611111111111111,7.444444444444445
sm211_1,58,10,48,11,5.2727272727272725,1.3503629144277545,3.0,8.090909090909092
sm211_3,5,5,0,1,5.0,0.0,5.0,5.0
sm311_2,68,18,50,14,4.857142857142857,1.6702484708701997,2.0714285714285716,8.430357142857142
sm531_1,68,12,56,14,4.857142857142857,0.8875266304998273,3.0,6.5
sm431_1,92,84,8,19,4.842105263157895,0.5969576175729243,3.5789473684210527,5.894736842105263
sm611_1,39,13,26,9,4.333333333333333,1.1031503887895155,2.6666666666666665,6.555555555555555
sm221_2,30,2,28,8,3.75,0.6403385596471377,2.5,5.0
sm221_1,38,10,28,14,2.7142857142857144,0.7591614463418278,1.3571428571428572,4.357142857142857
sm543_1,35,35,0,19,1.8421052631578947,1.2737228958626785,0.0,4.631578947368421
sm371_1,19,19,0,12,1.5833333333333333,1.127701664616006,0.0,4.008333333333326
sm371_2,20,0,20,19,1.0526315789473684,1.021984717602137,0.0,3.1578947368421053
sm543_2,2,0,2,19,0.10526315789473684,0.10401856282731077,0.0,0.3157894736842105
experiment,0,0,0,55,0.0,0.0,0.0,0.0
s111_1,0,0,0,55,0.0,0.0,0.0,0.0
comprehension_check,0,0,0,55,0.0,0.0,0.0,0.0
