level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm511_1,244,25,219,12,20.333333333333332,2.3793802426741544,15.33125,24.5
sm521_1,174,28,146,9,19.333333333333332,2.33969363688125,14.11111111111111,23.666666666666668
sm111_1,793,388,405,45,17.622222222222224,2.2872769008802396,13.288333333333334,22.53388888888889
sm112_1,716,262,454,45,15.911111111111111,1.8719885705764505,12.488333333333333,19.644444444444446
sm421_2,159,48,111,11,14.454545454545455,1.5617635792200446,11.272727272727273,17.636363636363637
sm411_1,159,20,139,11,14.454545454545455,0.5136400559719173,13.636363636363637,15.545454545454545
sm511_2,128,83,45,9,14.222222222222221,1.2407206906780919,12.11111111111111,17.0
sm311_2,117,51,66,10,11.7,4.224893248706168,5.9,21.5
sm421_1,138,113,25,12,11.5,3.458989584007967,6.5,19.166666666666668
sm541_2,88,5,83,8,11.0,1.5668689370096547,7.621875,13.5
sm612_2,118,18,100,11,10.727272727272727,1.7715570686560895,7.454545454545454,14.181818181818182
sm361_1,125,27,98,12,10.416666666666666,1.1023061537678231,8.0,12.416666666666666
sm341_1,122,7,115,12,10.166666666666666,1.0046020475218016,7.914583333333334,11.668749999999998
sm311_1,100,21,79,10,10.0,1.0651461384694103,7.9,11.9
sm611_2,116,5,111,12,9.666666666666666,1.6522835837231575,6.5,13.0
sm351_2,113,36,77,12,9.416666666666666,0.898354258467694,7.414583333333334,10.835416666666665
sm211_1,94,18,76,10,9.4,3.306956879640828,4.7,16.8
sm432_2,78,2,76,9,8.666666666666666,1.1711189810672373,6.219444444444445,10.666666666666666
sm321_1,101,2,99,12,8.416666666666666,0.7382735438869398,6.75,9.333333333333334
sm521_2,101,101,0,12,8.416666666666666,1.0591665193255047,5.916666666666667,10.166666666666666
sm341_2,109,56,53,13,8.384615384615385,0.8069528014148568,6.538461538461538,9.76923076923077
sm431_1,109,79,30,13,8.384615384615385,1.5655170849120221,5.769230769230769,12.0
sm432_1,99,0,99,12,8.25,0.7182976016248805,6.666666666666667,9.166666666666666
sm411_2,82,56,26,11,7.454545454545454,1.0640096551715894,5.636363636363637,9.638636363636362
sm321_2,67,3,64,9,7.444444444444445,1.4105639356450554,4.222222222222222,9.777777777777779
sm541_1,104,42,62,14,7.428571428571429,1.0613951270559834,5.5,9.642857142857142
sm612_1,72,17,55,11,6.545454545454546,1.2737452833599001,4.090909090909091,9.0
sm531_2,84,7,77,13,6.461538461538462,1.0397142329311129,4.305769230769231,8.463461538461537
sm351_1,71,8,63,11,6.454545454545454,1.2244151286566645,4.090909090909091,8.636363636363637
sm331_2,90,26,64,14,6.428571428571429,1.027838082868105,4.5,8.5
sm431_2,69,7,62,11,6.2727272727272725,1.344627515480325,3.6363636363636362,8.909090909090908
sm331_1,65,2,63,11,5.909090909090909,0.935989993189027,3.909090909090909,7.636363636363637
sm211_2,64,20,44,11,5.818181818181818,1.0702664876806023,3.909090909090909,7.909090909090909
sm221_2,52,14,38,9,5.777777777777778,1.638398281608013,2.886111111111111,9.11111111111111
sm361_2,45,34,11,8,5.625,0.684687188828991,4.5,7.125
sm221_1,47,11,36,10,4.7,1.5466781997084764,2.1,8.2
sm611_1,49,39,10,11,4.454545454545454,1.1903398708695494,2.5454545454545454,7.093181818181816
sm531_1,54,38,16,13,4.153846153846154,0.5229174633177529,3.230769230769231,5.232692307692306
sm543_1,46,36,10,13,3.5384615384615383,2.221582844654033,0.15000000000000022,8.232692307692306
sm371_1,42,42,0,12,3.5,1.7605155095322926,0.0,7.0
sm543_2,12,12,0,13,0.9230769230769231,0.833653917758586,0.0,2.6923076923076925
sm371_2,4,4,0,13,0.3076923076923077,0.28590931196309716,0.0,0.9230769230769231
experiment,0,0,0,45,0.0,0.0,0.0,0.0
s111_1,0,0,0,45,0.0,0.0,0.0,0.0
comprehension_check,0,0,0,45,0.0,0.0,0.0,0.0
