plan_id,true_goal,act_temperature,timestep,is_judgment,action,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,lml_est,n_init_states,state_probs_1,state_probs_2,state_probs_3,state_probs_4,state_probs_5,state_probs_6,state_probs_7,state_probs_8,state_probs_9,state_probs_10,state_probs_11,state_probs_12,state_probs_13,state_probs_14,state_probs_15,state_probs_16,state_probs_17,state_probs_18,n_statements,statement_probs_1,statement_probs_2
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",0,false,(--),0.25,0.25,0.25,0.25,0.25,-4.440892098500626e-16,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.1111111111111111,0.8888888888888888
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",1,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.8460753668780139,18,0.05225390404288077,0.05225390404288077,0.052253904042880765,0.05225390404288077,0.05225390404288077,0.05225390404288077,0.05225390404288077,0.06215885858090512,0.06215885858090513,0.05225390404288077,0.05225390404288077,0.06215885858090513,0.06215885858090513,0.05225390404288077,0.05225390404288077,0.06215885858090513,0.06215885858090512,0.05225390404288077,2,0.10450780808576154,0.8954921919142385
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",2,false,(right human),0.25,0.25,0.25,0.25,0.25,-1.304739745871145,18,0.05080693447459912,0.050806934474599115,0.05080693447459911,0.050806934474599115,0.05080693447459912,0.050806934474599115,0.05080693447459912,0.06505279771746841,0.06505279771746841,0.050806934474599115,0.05080693447459912,0.06505279771746841,0.06505279771746841,0.050806934474599115,0.05080693447459912,0.06505279771746841,0.06505279771746841,0.050806934474599115,2,0.10161386894919824,0.8983861310508017
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",3,true,(down human),0.25,0.25,0.25,0.25,0.25,-2.4350099730327677,18,0.049523146357460385,0.04952314635746038,0.04952314635746037,0.04952314635746037,0.049523146357460385,0.049523146357460385,0.049523146357460385,0.06762037395174589,0.0676203739517459,0.04952314635746038,0.049523146357460385,0.0676203739517459,0.06762037395174592,0.04952314635746038,0.049523146357460385,0.0676203739517459,0.0676203739517459,0.049523146357460385,2,0.09904629271492076,0.9009537072850793
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",4,false,(down human),0.25,0.25,0.25,0.25,0.25,-3.1409162498662457,18,0.04910952209425177,0.04910952209425177,0.04910952209425176,0.04910952209425176,0.049109522094251776,0.049109522094251776,0.04910952209425177,0.0684476224781631,0.06844762247816312,0.04910952209425177,0.04910952209425177,0.06844762247816313,0.06844762247816313,0.04910952209425177,0.049109522094251776,0.06844762247816312,0.06844762247816312,0.049109522094251776,2,0.09821904418850352,0.9017809558114964
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",5,true,(down human),0.25,0.25,0.25,0.25,0.25,-4.165429744732888,18,0.030267726272230847,0.030267726272230847,0.062240133758127786,0.06224013375812778,0.06224013375812781,0.06224013375812781,0.030267726272230847,0.06350133747434236,0.06350133747434236,0.030267726272230847,0.030267726272230847,0.06350133747434239,0.06350133747434239,0.030267726272230847,0.06224013375812781,0.09547374496023932,0.09547374496023933,0.06224013375812781,2,0.06053545254446169,0.9394645474555383
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",0,false,(--),0.25,0.25,0.25,0.25,0.25,-4.440892098500626e-16,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.2777777777777778,0.2777777777777778
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",1,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.8460753668780139,18,0.06215885858090512,0.04234894950485642,0.06215885858090513,0.04234894950485642,0.06215885858090511,0.04234894950485642,0.06215885858090512,0.06215885858090513,0.06215885858090513,0.04234894950485642,0.06215885858090512,0.06215885858090512,0.06215885858090513,0.04234894950485642,0.06215885858090513,0.06215885858090512,0.06215885858090513,0.04234894950485642,2,0.3107942929045256,0.31079429290452565
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",2,false,(right human),0.25,0.25,0.25,0.25,0.25,-1.304739745871145,18,0.06505279771746841,0.036561071231729816,0.06505279771746843,0.036561071231729816,0.06505279771746841,0.036561071231729816,0.06505279771746841,0.06505279771746841,0.06505279771746841,0.036561071231729816,0.06505279771746841,0.06505279771746841,0.06505279771746843,0.036561071231729816,0.06505279771746843,0.06505279771746841,0.06505279771746843,0.036561071231729816,2,0.3252639885873421,0.3252639885873421
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",3,false,(right human),0.25,0.25,0.25,0.25,0.25,-2.593506485397802,18,0.0721265521835664,0.047709019513550145,0.07212655218356641,0.047709019513550145,0.07212655218356638,0.047709019513550145,0.0721265521835664,0.04581775839478729,0.045817758394787286,0.047709019513550145,0.0721265521835664,0.045817758394787286,0.051897777843364315,0.047709019513550145,0.07212655218356641,0.045817758394787286,0.0458177583947873,0.047709019513550145,2,0.3140951927888508,0.30801517334027384
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",4,false,(right human),0.25,0.25,0.25,0.25,0.25,-3.2236404353228636,18,0.07231999496663463,0.054997571781156586,0.07231999496663466,0.054997571781156586,0.07231999496663463,0.054997571781156586,0.07231999496663463,0.03777534836647395,0.03777534836647395,0.054997571781156586,0.07231999496663463,0.03777534836647394,0.04655361092836161,0.054997571781156586,0.07231999496663466,0.03777534836647394,0.03843959511899519,0.054997571781156586,2,0.3012889441947395,0.2931749283853731
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",5,false,(right human),0.25,0.25,0.25,0.25,0.25,-3.74106308517115,18,0.07151458701143165,0.05921121873940108,0.07151458701143168,0.05921121873940108,0.07151458701143168,0.05921121873940108,0.07151458701143165,0.03416840993218841,0.03429792982654572,0.05921121873940108,0.07151458701143165,0.03416840993218841,0.04368107605946486,0.05921121873940108,0.07151458701143168,0.03416840993218841,0.03516092981242775,0.05921121873940108,2,0.29252276692030554,0.28387310077891115
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",6,false,(right human),0.25,0.25,0.25,0.25,0.25,-4.2110796460758495,18,0.07085344073191671,0.06177584577803461,0.07085344073191674,0.06177584577803461,0.07085344073191673,0.06177584577803461,0.07085344073191671,0.032269115664113945,0.03243887916703634,0.06177584577803461,0.07085344073191671,0.032269115664113945,0.04171753291453576,0.06177584577803461,0.07085344073191674,0.032269115664113945,0.03326052186637807,0.06177584577803461,2,0.28671673427732225,0.2780899597262422
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",7,false,(up human),0.25,0.25,0.25,0.25,0.25,-5.642594816010136,18,0.07086003535246155,0.06279161436544158,0.07086003535246159,0.06279161436544158,0.07086003535246158,0.06279161436544158,0.07086003535246155,0.03137278253438606,0.03150064017492982,0.06279161436544158,0.07086003535246155,0.03137278253438606,0.04030675547642126,0.06279161436544158,0.07086003535246159,0.03137278253438606,0.03216435843807187,0.06279161436544158,2,0.2843875017087357,0.27611724702984264
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",8,false,(up human),0.25,0.25,0.25,0.25,0.25,-6.570684675982642,18,0.07033081105654551,0.06420545508999766,0.07033081105654554,0.06420545508999766,0.07033081105654551,0.06420545508999766,0.07033081105654551,0.030554255345034472,0.030658891215475596,0.06420545508999766,0.07033081105654551,0.030554255345034472,0.03920975695296762,0.06420545508999766,0.07033081105654554,0.030554255345034472,0.031250988917194286,0.06420545508999766,2,0.28086108133807974,0.27279767743186534
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",9,false,(pickup human key1),0.25,0.25,0.25,0.25,0.25,-7.236295929380907,18,0.07021917672603356,0.06467504681957283,0.07021917672603359,0.06467504681957283,0.07021917672603356,0.06467504681957283,0.07021917672603356,0.0302565241671788,0.030342960921739888,0.06467504681957283,0.07021917672603356,0.0302565241671788,0.038647919484441726,0.06467504681957283,0.07021917672603359,0.0302565241671788,0.030874205818643512,0.06467504681957283,2,0.27964841058428225,0.27178826016392305
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",10,false,(down human),0.25,0.25,0.25,0.25,0.25,-7.236295929380907,18,0.07021917672603356,0.06467504681957283,0.07021917672603359,0.06467504681957283,0.07021917672603357,0.06467504681957283,0.07021917672603356,0.0302565241671788,0.030342960921739888,0.06467504681957283,0.07021917672603356,0.0302565241671788,0.038647919484441726,0.06467504681957283,0.07021917672603359,0.0302565241671788,0.030874205818643512,0.06467504681957283,2,0.27964841058428225,0.27178826016392305
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",11,false,(down human),0.25,0.25,0.25,0.25,0.25,-7.614586088038335,18,0.07078370224360461,0.06372618713104518,0.07078370224360464,0.06372618713104518,0.07078370224360464,0.06372618713104518,0.07078370224360461,0.030695114053886093,0.030767229633376334,0.06372618713104518,0.07078370224360461,0.030695114053886093,0.038841303543748894,0.06372618713104518,0.07078370224360464,0.030695114053886093,0.031246788413317697,0.06372618713104518,2,0.2819596399079391,0.2742930091980177
