plan_id,true_goal,act_temperature,timestep,is_judgment,action,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,lml_est,n_init_states,state_probs_1,state_probs_2,state_probs_3,state_probs_4,state_probs_5,state_probs_6,state_probs_7,state_probs_8,state_probs_9,state_probs_10,state_probs_11,state_probs_12,state_probs_13,state_probs_14,state_probs_15,state_probs_16,state_probs_17,state_probs_18,n_statements,statement_probs_1,statement_probs_2
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",0,false,(--),0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.0,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.1111111111111111,0.8888888888888891
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",1,false,(right human),0.04932427526300452,0.2936251575515207,0.3634254096339538,0.2936251575515207,0.2936251575515207,-0.6142640473332746,18,0.051677763773198146,0.051677763773198146,0.05167776377319813,0.051677763773198146,0.051677763773198146,0.051677763773198146,0.051677763773198146,0.06331113912027034,0.06331113912027035,0.051677763773198146,0.051677763773198146,0.06331113912027035,0.06331113912027035,0.051677763773198146,0.051677763773198146,0.06331113912027035,0.06331113912027034,0.051677763773198146,2,0.10335552754639628,0.8966444724536036
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",2,false,(right human),0.015396672045382438,0.2946237518971796,0.3953558241602581,0.2946237518971796,0.2946237518971796,-0.8046127818069708,18,0.04995932931871785,0.049959329318717854,0.04995932931871784,0.04995932931871784,0.04995932931871784,0.04995932931871784,0.04995932931871785,0.06674800802923095,0.06674800802923095,0.049959329318717854,0.04995932931871785,0.06674800802923095,0.06674800802923095,0.049959329318717854,0.04995932931871784,0.06674800802923093,0.06674800802923093,0.04995932931871784,2,0.09991865863743571,0.9000813413625639
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",3,true,(down human),0.007247720815657668,0.4685288962605183,0.05569448666330542,0.46852889626051825,0.46852889626051825,-1.4884899963132763,18,0.04425012346205423,0.044250123462054224,0.04425012346205422,0.04425012346205422,0.04425012346205423,0.044250123462054224,0.04425012346205423,0.07816641974255818,0.0781664197425582,0.044250123462054224,0.04425012346205423,0.0781664197425582,0.0781664197425582,0.044250123462054224,0.04425012346205423,0.0781664197425582,0.07816641974255818,0.044250123462054224,2,0.08850024692410846,0.9114997530758913
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",4,false,(down human),0.0029089635953739954,0.4920599539375497,0.012971128529526418,0.4920599539375498,0.4920599539375498,-1.6263863329000223,18,0.04286821584335937,0.042868215843359356,0.04286821584335935,0.04286821584335935,0.04286821584335938,0.04286821584335937,0.04286821584335937,0.08093023497994788,0.08093023497994789,0.042868215843359356,0.04286821584335937,0.0809302349799479,0.08093023497994792,0.042868215843359356,0.04286821584335938,0.08093023497994789,0.08093023497994789,0.04286821584335937,2,0.08573643168671873,0.914263568313281
1_1,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",5,true,(down human),0.0014642666419785598,0.49671967719410415,0.0050963789698130185,0.49671967719410415,0.49671967719410415,-2.2504529487342984,18,0.005311705961344898,0.005311705961344899,0.06883700166339725,0.06883700166339725,0.06883700166339729,0.06883700166339729,0.005311705961344898,0.0713428604745737,0.07134286047457368,0.005311705961344899,0.005311705961344898,0.07134286047457374,0.07134286047457372,0.005311705961344899,0.06883700166339729,0.13486815617662606,0.13486815617662606,0.06883700166339729,2,0.010623411922689799,0.9893765880773101
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",0,false,(--),0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.25000000000000006,0.0,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.2777777777777778,0.2777777777777778
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",1,false,(right human),0.049324275263004515,0.2936251575515207,0.3634254096339538,0.2936251575515207,0.2936251575515207,-0.6142640473332746,18,0.06331113912027034,0.04004438842612594,0.06331113912027035,0.04004438842612594,0.06331113912027034,0.04004438842612594,0.06331113912027034,0.06331113912027034,0.06331113912027034,0.04004438842612594,0.06331113912027034,0.06331113912027034,0.06331113912027034,0.04004438842612594,0.06331113912027035,0.06331113912027034,0.06331113912027034,0.04004438842612594,2,0.31655569560135166,0.3165556956013517
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",2,false,(right human),0.015396672045382438,0.2946237518971796,0.3953558241602581,0.2946237518971796,0.2946237518971796,-0.8046127818069708,18,0.06674800802923095,0.033170650608204746,0.06674800802923095,0.033170650608204746,0.06674800802923093,0.033170650608204746,0.06674800802923095,0.06674800802923095,0.06674800802923095,0.033170650608204746,0.06674800802923095,0.06674800802923095,0.06674800802923095,0.033170650608204746,0.06674800802923095,0.06674800802923095,0.06674800802923095,0.033170650608204746,2,0.33374004014615477,0.3337400401461547
1_2,4,"(Gen.InverseGamma(), (0.5, 1.0), 2, -3.0:0.25:5.0)",3,false,(right human),0.008014334509030939,0.0637376128529289,0.7431089994994923,0.18513905313854773,0.18513905313854773,-1.5890346990511817,18,0.06805504408483808,0.04928928648622896,0.06805504408483809,0.04928928648622896,0.06805504408483808,0.04928928648622896,0.06805504408483808,0.04857190339975061,0.0485719033997506,0.04928928648622896,0.06805504408483808,0.04857190339975061,0.05307449957484463,0.04928928648622896,0.06805504408483809,0.04857190339975061,0.048571903399750614,0.04928928648622896,2,0.3058115352291095,0.30130893905401546
