plan_id,true_goal,method,normalize_prior,act_temperature,timestep,is_judgment,action,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,lml_est,n_init_states,state_probs_1,state_probs_2,state_probs_3,state_probs_4,state_probs_5,state_probs_6,state_probs_7,state_probs_8,state_probs_9,state_probs_10,state_probs_11,state_probs_12,state_probs_13,state_probs_14,state_probs_15,state_probs_16,state_probs_17,state_probs_18,n_statements,statement_probs_1,statement_probs_2,statement_1,statement_2
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",0,false,(--),0.25,0.25,0.25,0.25,0.25,-4.440892098500627e-16,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.5,0.49999999999999994,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",1,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.6141678877618888,18,0.052253470262196094,0.05225347026219609,0.05225347026219609,0.05225347026219609,0.052253470262196094,0.05225347026219609,0.052253470262196094,0.06215972614227448,0.06215972614227448,0.05225347026219609,0.052253470262196094,0.06215972614227448,0.06215972614227448,0.05225347026219609,0.052253470262196094,0.06215972614227448,0.06215972614227448,0.05225347026219609,2,0.4823660916593806,0.5176339083406193,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",2,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.8044180107697182,18,0.050806502336760775,0.05080650233676078,0.050806502336760775,0.05080650233676078,0.050806502336760775,0.05080650233676078,0.050806502336760775,0.06505366199314509,0.0650536619931451,0.05080650233676078,0.050806502336760775,0.0650536619931451,0.0650536619931451,0.05080650233676078,0.050806502336760775,0.0650536619931451,0.06505366199314509,0.05080650233676078,2,0.4740142463817505,0.5259857536182494,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",3,true,(down human),0.25,0.25,0.25,0.25,0.25,-1.4882146987860492,18,0.04952284589961504,0.049522845899615045,0.049522845899615045,0.04952284589961504,0.049522845899615045,0.049522845899615045,0.04952284589961504,0.0676209748674366,0.06762097486743658,0.049522845899615045,0.04952284589961504,0.0676209748674366,0.0676209748674366,0.049522845899615045,0.049522845899615045,0.06762097486743658,0.0676209748674366,0.049522845899615045,2,0.4662529228559953,0.5337470771440046,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",4,false,(down human),0.25,0.25,0.25,0.25,0.25,-1.6260042610270637,18,0.04910932435776319,0.04910932435776319,0.04910932435776319,0.04910932435776319,0.04910932435776319,0.04910932435776319,0.04910932435776319,0.06844801795114028,0.06844801795114028,0.04910932435776319,0.04910932435776319,0.06844801795114028,0.06844801795114028,0.04910932435776319,0.04910932435776319,0.06844801795114028,0.06844801795114028,0.04910932435776319,2,0.4636782775941238,0.5363217224058762,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_1,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",5,true,(down human),0.25,0.25,0.25,0.25,0.25,-2.249995605012232,18,0.030265574705139027,0.03026557470513903,0.062241426370542335,0.06224142637054234,0.062241426370542335,0.06224142637054234,0.030265574705139027,0.06350104836918419,0.06350104836918419,0.03026557470513903,0.030265574705139027,0.06350104836918419,0.06350104836918419,0.03026557470513903,0.062241426370542335,0.0954769000345875,0.0954769000345875,0.06224142637054234,2,0.2872125849143272,0.7127874150856728,(believes player (not (exists (?k - key) (or (inside ?k box2) (inside ?k box3))))),(believes player (exists (?k - key) (and (or (iscolor ?k blue) (iscolor ?k red)) (or (inside ?k box2) (inside ?k box3)))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",0,false,(--),0.25,0.25,0.25,0.25,0.25,-4.440892098500627e-16,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,2,0.5000000000000001,0.5000000000000001,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",1,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.6141678877618888,18,0.06215972614227448,0.04234721438211769,0.06215972614227448,0.04234721438211769,0.06215972614227448,0.04234721438211769,0.06215972614227448,0.06215972614227448,0.06215972614227448,0.04234721438211769,0.06215972614227448,0.06215972614227448,0.06215972614227448,0.04234721438211769,0.06215972614227448,0.06215972614227448,0.06215972614227448,0.04234721438211769,2,0.5383440467263636,0.5383440467263636,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",2,false,(right human),0.25,0.25,0.25,0.25,0.25,-0.8044180107697182,18,0.0650536619931451,0.03655934268037646,0.0650536619931451,0.03655934268037646,0.0650536619931451,0.03655934268037646,0.0650536619931451,0.0650536619931451,0.0650536619931451,0.03655934268037646,0.0650536619931451,0.0650536619931451,0.0650536619931451,0.03655934268037646,0.0650536619931451,0.0650536619931451,0.0650536619931451,0.03655934268037646,2,0.5535468556671659,0.5535468556671659,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",3,false,(right human),0.25,0.25,0.25,0.25,0.25,-1.588782565995125,18,0.07212829162112909,0.04771348875587817,0.0721282916211291,0.04771348875587817,0.07212829162112908,0.04771348875587817,0.07212829162112909,0.04581220922342606,0.04581220922342605,0.04771348875587817,0.07212829162112909,0.045812209223426055,0.051888271620826106,0.04771348875587817,0.0721282916211291,0.045812209223426055,0.04581220922342607,0.04771348875587817,2,0.538166634890382,0.5325179945723888,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",4,false,(right human),0.25,0.25,0.25,0.25,0.25,-1.7346057742348606,18,0.07232020016617859,0.05500220226382707,0.07232020016617861,0.05500220226382707,0.07232020016617859,0.05500220226382707,0.07232020016617859,0.037771732307101534,0.037771732307101534,0.05500220226382707,0.07232020016617859,0.037771732307101534,0.04654319217193362,0.05500220226382707,0.07232020016617861,0.037771732307101534,0.03843546401962619,0.05500220226382707,2,0.5144583439567073,0.5074222504405594,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
1_2,4,belief_only,true,"(Gen.InverseGamma(), (0.5, 1.0), 2, -5.0:0.25:5.0)",5,false,(right human),0.25,0.25,0.25,0.25,0.25,-1.8200122103801888,18,0.07151472589967427,0.05921518646289626,0.07151472589967428,0.05921518646289626,0.07151472589967427,0.05921518646289626,0.07151472589967427,0.03416581815496048,0.03429522730282031,0.05921518646289626,0.07151472589967427,0.03416581815496049,0.04367035467972093,0.05921518646289626,0.07151472589967428,0.03416581815496049,0.03515748937715408,0.05921518646289626,2,0.49498181674320835,0.4877497112140827,(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box1)))),(believes player (exists (?k - key) (and (iscolor ?k blue) (inside ?k box2))))
