level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm511_1,75,2,73,4,18.75,2.9210478034894036,12.0,22.5
sm521_1,63,6,57,4,15.75,3.4652410660220516,7.75,20.0
sm511_2,61,39,22,4,15.25,1.9727672976838426,13.0,19.75
sm111_1,298,216,82,20,14.9,2.246319458828399,10.7,19.503749999999997
sm112_1,257,80,177,20,12.85,2.1696081759472463,8.65,16.901249999999997
sm541_2,50,2,48,4,12.5,2.788455921101125,6.75,18.75
sm341_1,62,14,48,5,12.4,1.0800680473872872,10.6,14.8
sm421_2,60,5,55,5,12.0,2.4650860612338246,6.6,15.0
sm612_2,70,4,66,6,11.666666666666666,0.3164694783205582,11.166666666666666,12.333333333333334
sm351_1,58,18,40,5,11.6,1.6527466628408396,8.4,14.8
sm521_2,46,30,16,4,11.5,1.28390942960297,10.0,14.5
sm411_1,67,4,63,6,11.166666666666666,2.0279943800834594,6.666666666666667,13.666666666666666
sm361_1,43,3,40,4,10.75,0.2148724509335019,10.25,11.0
sm421_1,71,43,28,7,10.142857142857142,0.9515588042972366,8.428571428571429,12.289285714285711
sm432_2,29,0,29,3,9.666666666666666,0.2745773589708238,9.0,10.0
sm211_1,29,13,16,3,9.666666666666666,3.392186468953507,5.0,18.0
sm321_2,37,1,36,4,9.25,2.9560402757086397,3.0,15.75
sm341_2,53,11,42,6,8.833333333333334,2.1066761275831536,5.166666666666667,13.166666666666666
sm431_2,42,5,37,5,8.4,1.7056598827537792,4.6,10.6
sm411_2,48,21,27,6,8.0,1.3112921164990545,5.833333333333333,10.504166666666663
sm432_1,47,1,46,6,7.833333333333333,1.416391865239248,4.666666666666667,9.666666666666666
sm351_2,54,0,54,7,7.714285714285714,1.2048704980198623,5.142857142857143,9.285714285714286
sm531_2,37,5,32,5,7.4,1.39789310934175,4.2,9.0
sm331_1,37,1,36,5,7.4,0.5945826843833989,6.4,8.8
sm611_2,22,2,20,3,7.333333333333333,2.292500721823127,2.0,11.0
sm211_2,35,15,20,5,7.0,1.4127414478234857,5.0,10.2
sm541_1,41,17,24,6,6.833333333333333,1.6896815269604628,3.6666666666666665,10.0
sm311_1,33,8,25,5,6.6,2.349365905975517,2.0,11.0
sm431_1,36,36,0,6,6.0,0.0,6.0,6.0
sm331_2,33,0,33,6,5.5,1.05839042957338,3.1666666666666665,7.0
sm321_1,33,1,32,6,5.5,1.8700034452126897,2.1666666666666665,9.170833333333329
sm531_1,33,9,24,7,4.714285714285714,1.1095743862327978,2.4285714285714284,6.571428571428571
sm361_2,18,18,0,4,4.5,0.2528595221421134,4.0,5.0
sm311_2,17,9,8,4,4.25,1.0772786451421374,3.0,6.75
sm221_2,10,0,10,3,3.3333333333333335,1.180417839226455,1.0,6.0
sm612_1,20,9,11,6,3.3333333333333335,1.4276904699043254,1.1666666666666667,6.5
sm221_1,13,1,12,4,3.25,1.0939635248460955,1.0,5.25
sm543_1,17,17,0,6,2.8333333333333335,2.792180872369128,0.0,8.5
sm611_1,10,10,0,5,2.0,0.0,2.0,2.0
sm371_1,5,5,0,4,1.25,1.104714366400352,0.0,3.75
comprehension_check,0,0,0,20,0.0,0.0,0.0,0.0
sm543_2,0,0,0,6,0.0,0.0,0.0,0.0
experiment,0,0,0,20,0.0,0.0,0.0,0.0
s111_1,0,0,0,20,0.0,0.0,0.0,0.0
sm371_2,0,0,0,6,0.0,0.0,0.0,0.0
