participant_id,n_levels,agent2_r,agent3_r,agent2_mae,agent3_mae,levels
u1769204942557.csv,5,-0.2682089797869674,-0.44164062271091287,4.8,5.4,"sm211_3, sm321_1, sm351_3, sm543_3, sm631_3"
u1769205172598.csv,5,-0.3506000765388747,-0.4765808824737225,5.0,6.2,"sm211_1, sm321_3, sm351_2, sm543_1, sm631_3"
u1769205231966.csv,5,0.3952847075210474,0.931049037500723,2.0,1.8,"sm211_3, sm321_1, sm351_3, sm543_3, sm631_2"
u1769205287362.csv,5,-0.02517685920346125,0.6800340025502124,5.6,2.8,"sm211_3, sm321_1, sm351_3, sm543_3, sm631_2"
u1769205800607.csv,5,,-0.4765808824737225,2.6,5.8,"sm211_1, sm321_3, sm351_2, sm543_1, sm631_3"
u1769206302184.csv,5,0.2326894604977586,0.7005566680800417,2.4,2.2,"sm211_3, sm321_3, sm351_3, sm543_3, sm631_3"
u1769206411989.csv,5,-0.5508226327552436,-0.3446793862567717,5.2,4.2,"sm211_1, sm321_1, sm351_2, sm543_1, sm631_2"
u1769206431451.csv,5,-0.15309310892394867,0.051434449987363975,8.2,3.2,"sm211_3, sm321_3, sm351_2, sm543_1, sm631_2"
u1769207241014.csv,5,0.25,0.7005566680800417,2.2,2.2,"sm211_3, sm321_1, sm351_3, sm543_3, sm631_3"
