plan_id,timestep,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,goal_probs_std_1,goal_probs_std_2,goal_probs_std_3,goal_probs_std_4,goal_probs_sem_1,goal_probs_sem_2,goal_probs_sem_3,goal_probs_sem_4,true_goal_probs,true_goal_probs_std,statement_probs_1,statement_probs_2,statement_probs_std_1,statement_probs_std_2,statement_probs_sem_1,statement_probs_sem_2,goal_reward,goal_reward_std,reward,reward_std
7_2,7,0.03365384615384615,0.02403846153846154,0.8894230769230769,0.052884615384615384,0.11102073373136377,0.08938262355550525,0.2904250668537644,0.17388678465116245,0.015395805696464098,0.012395139706341138,0.0402747103931271,0.02411375839174349,0.8894230769230769,0.2904250668537644,0.12820512820512822,0.9326923076923076,0.26938036017522027,0.15217957295027573,0.0373563346621044,0.021103509744247382,,,0.8894230769230769,0.2904250668537644
8_1,8,0.026041666666666668,0.4600694444444444,0.34548611111111116,0.16840277777777776,0.10618609884844855,0.22740024137927792,0.1851374667637125,0.21777511291007173,0.015326643188586996,0.032822397643528,0.0267222915682787,0.03143313001535777,0.16840277777777776,0.21777511291007173,0.3923611111111111,0.3263888888888889,0.2214544212195796,0.25718592894802267,0.03196419242608926,0.03712159132748122,,,0.16840277777777776,0.21777511291007173
8_1,18,0.109375,0.04340277777777778,0.03298611111111111,0.8142361111111112,0.2724311839712921,0.13314435114833373,0.11498224671955971,0.34519651413757707,0.039322054350368486,0.01921773174414213,0.01659625777389144,0.049824825090162644,0.8142361111111112,0.34519651413757707,0.6319444444444443,0.23611111111111113,0.29766294846766694,0.2659416859002145,0.042963945856396304,0.038385375985807935,,,0.8142361111111112,0.34519651413757707
8_1,25,0.046875,0.03993055555555555,0.029513888888888885,0.8836805555555557,0.17607005677745727,0.12275114571614262,0.10240832741547276,0.2749057346138161,0.02541352366917441,0.01771760175563748,0.014781368850145634,0.03967922497026464,0.8836805555555557,0.2749057346138161,0.857638888888889,0.2708333333333333,0.2771639198299028,0.382268023260598,0.04000516593086156,0.0551756365330231,,,0.8836805555555557,0.2749057346138161
8_2,5,0.3076923076923078,0.3846153846153847,0.2980769230769232,0.009615384615384616,0.24728287142816757,0.2747319183280589,0.30265084908269735,0.04854597733628858,0.03429196432608567,0.03809846225147697,0.0419701213434761,0.0067321157885962,0.2980769230769232,0.30265084908269735,0.548076923076923,0.40064102564102566,0.2921197013088015,0.2562074990199296,0.04050971390931188,0.03552958749518254,,,0.2980769230769232,0.30265084908269735
8_2,8,0.009615384615384616,0.04807692307692308,0.9134615384615384,0.028846153846153848,0.06933752452815364,0.17876524711101063,0.25669761424362925,0.15382258492164236,0.009615384615384616,0.024790279412682293,0.03559755424787233,0.021331354509976745,0.9134615384615384,0.25669761424362925,0.1378205128205128,0.8237179487179488,0.2592959166308471,0.25653434654433654,0.035957873958882884,0.03557491309166361,,,0.9134615384615384,0.25669761424362925
9_1,3,0.3979591836734694,0.42857142857142855,0.16326530612244894,0.01020408163265306,0.36887957003364746,0.39638119980084263,0.21580972607480117,0.049978736975436484,0.05269708143337821,0.05662588568583466,0.03082996086782874,0.007139819567919497,0.16326530612244894,0.21580972607480117,0.6768707482993198,0.2925170068027211,0.2391346360309603,0.28773261975075387,0.034162090861565755,0.04110465996439341,,,0.16326530612244894,0.21580972607480117
9_1,9,0.006802721088435374,0.4829931972789116,0.49319727891156456,0.017006802721088433,0.047619047619047616,0.36203657791589944,0.3551199322605502,0.08501700510170053,0.006802721088435374,0.05171951113084278,0.05073141889436432,0.012145286443100077,0.49319727891156456,0.3551199322605502,0.8231292517006805,0.17346938775510207,0.19367356098273703,0.24523038976952977,0.027667651568962434,0.03503291282421853,,,0.49319727891156456,0.3551199322605502
9_2,6,0.04411764705882353,0.4101307189542483,0.30228758169934655,0.24346405228758175,0.17106930140253973,0.290039813959941,0.21791995492339075,0.300390087707681,0.023954493574256126,0.040613697506329455,0.03051489727915057,0.042063025725649274,0.24346405228758175,0.300390087707681,0.49019607843137264,0.5816993464052288,0.16128568409944147,0.15410151423153884,0.02258451312832809,0.021578528129698273,,,0.24346405228758175,0.300390087707681
9_2,8,0.0,0.3594771241830066,0.2222222222222223,0.4183006535947713,0.0,0.3006891141280639,0.2277100170213245,0.3657147477043456,0.0,0.04210489779975531,0.031885780176863984,0.051210307764572346,0.4183006535947713,0.3657147477043456,0.6764705882352943,0.3790849673202615,0.24588110203891092,0.2888260364005162,0.03443024102239458,0.04044373465203918,,,0.4183006535947713,0.3657147477043456
