plan_id,timestep,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,goal_probs_std_1,goal_probs_std_2,goal_probs_std_3,goal_probs_std_4,goal_probs_sem_1,goal_probs_sem_2,goal_probs_sem_3,goal_probs_sem_4,true_goal_probs,true_goal_probs_std,statement_probs_1,statement_probs_2,statement_probs_std_1,statement_probs_std_2,statement_probs_sem_1,statement_probs_sem_2,goal_reward,goal_reward_std,reward,reward_std
1_1,4,0.024509803921568627,0.5441176470588235,0.04411764705882353,0.3872549019607843,0.1436567259196756,0.26632944363892547,0.16103220966322118,0.24484889297719284,0.02011596522419921,0.037293581571784765,0.022549019607843147,0.03428570284322687,0.3872549019607843,0.24484889297719284,0.434640522875817,0.6307189542483661,0.2540306879373895,0.2090021942739573,0.035571411305066095,0.029266161015997535,,,0.3872549019607843,0.24484889297719284
1_1,6,0.004901960784313725,0.5343137254901961,0.024509803921568627,0.4362745098039216,0.03500700210070025,0.24504901470490176,0.14365672591967554,0.23897247359738918,0.004901960784313726,0.03431372549019608,0.020115965224199204,0.03346283954093335,0.4362745098039216,0.23897247359738918,0.13071895424836602,0.9084967320261438,0.27951093298075735,0.18652889406856,0.039139359272104234,0.026119269545997494,,,0.4362745098039216,0.23897247359738918
1_2,17,0.04931972789115646,0.11054421768707481,0.03571428571428571,0.804421768707483,0.17172730804841158,0.26754832285822294,0.1613743060919756,0.34842196357496785,0.02453247257834451,0.038221188979746135,0.023053472298853656,0.049774566224995404,0.804421768707483,0.34842196357496785,0.5612244897959183,0.5306122448979592,0.165600330276709,0.16199518949960479,0.02365719003952986,0.02314216992851497,,,0.804421768707483,0.34842196357496785
1_2,20,0.023809523809523808,0.1870748299319728,0.03741496598639456,0.7517006802721089,0.09622504486493756,0.3309509535198177,0.1640958184772644,0.38658411621736954,0.013746434980705366,0.04727870764568824,0.023442259782466345,0.05522630231676708,0.7517006802721089,0.38658411621736954,0.12585034013605442,0.9693877551020408,0.21658815950786012,0.11114653630286443,0.030941165643980015,0.015878076614694918,,,0.7517006802721089,0.38658411621736954
1_3,16,0.061224489795918366,0.061224489795918366,0.02040816326530612,0.8571428571428571,0.21967431056245165,0.2196743105624516,0.14285714285714288,0.3227486121839513,0.03138204436606452,0.03138204436606452,0.020408163265306124,0.046106944597707325,0.8571428571428571,0.3227486121839513,0.5918367346938774,0.5340136054421768,0.19263410579396784,0.1893568300069864,0.02751915797056683,0.02705097571528377,,,0.8571428571428571,0.3227486121839513
1_3,19,0.02040816326530612,0.07142857142857142,0.02040816326530612,0.8877551020408163,0.14285714285714288,0.20412414523193148,0.1428571428571429,0.2751004763878891,0.020408163265306124,0.02916059217599021,0.020408163265306128,0.039300068055412724,0.8877551020408163,0.2751004763878891,0.12244897959183673,0.7108843537414966,0.27380952380952384,0.21456111051076568,0.0391156462585034,0.03065158721582367,,,0.8877551020408163,0.2751004763878891
1_3,21,0.015306122448979591,0.09693877551020408,0.00510204081632653,0.8826530612244898,0.07919127795029807,0.2213613569260363,0.03571428571428572,0.26566563814787386,0.011313039707185437,0.03162305098943376,0.005102040816326531,0.03795223402112484,0.8826530612244898,0.26566563814787386,0.09863945578231292,0.9761904761904763,0.26985585861590505,0.10206207261596573,0.0385508369451293,0.014580296087995104,,,0.8826530612244898,0.26566563814787386
2_1,5,0.3506944444444446,0.2673611111111112,0.3194444444444447,0.0625,0.20625440272780113,0.1437820098324469,0.21902247186900525,0.21573723181567284,0.029770258734110364,0.020753145520347162,0.03161317077303686,0.03113898721575085,0.3506944444444446,0.20625440272780113,0.5694444444444444,0.6111111111111113,0.2250120389039089,0.21562305491864908,0.032477690308019586,0.031122507200192877,,,0.3506944444444446,0.20625440272780113
2_1,10,0.4201388888888887,0.2847222222222224,0.2847222222222224,0.010416666666666666,0.23817068628973334,0.14569606846323013,0.20616483723060788,0.07216878364870323,0.03437697746061386,0.021029416086779017,0.029757331068131714,0.010416666666666668,0.4201388888888887,0.23817068628973334,0.9791666666666666,0.13541666666666666,0.08849276392530345,0.3010153228430214,0.012772830268401987,0.04344781941840513,,,0.4201388888888887,0.23817068628973334
2_2,6,0.3846153846153845,0.31730769230769246,0.20512820512820515,0.09294871794871794,0.2641186716229074,0.2328183284393976,0.19558132057519015,0.2489924392252755,0.0366266697439934,0.03228609311754092,0.027122249225261855,0.03452903872421469,0.3846153846153845,0.2641186716229074,0.28846153846153844,0.8782051282051282,0.3098164904438814,0.21921672957729005,0.04296381701075821,0.030399890728093945,,,0.3846153846153845,0.2641186716229074
3_1,4,0.08823529411764706,0.058823529411764705,0.6666666666666669,0.1862745098039216,0.23357830277962846,0.17503501050350126,0.3752776749732567,0.3062262395744714,0.0327075045443378,0.024509803921568634,0.052549385424538804,0.042880250448292224,0.6666666666666669,0.3752776749732567,0.5588235294117646,0.5490196078431373,0.2422659911285864,0.1894263786835838,0.03392402424146661,0.026524998546017035,,,0.6666666666666669,0.3752776749732567
3_1,6,0.024509803921568627,0.04084967320261437,0.8153594771241831,0.11928104575163398,0.14365672591967557,0.16361586874581152,0.30881211722870705,0.23229226200867448,0.020115965224199207,0.02291080424357008,0.043242345746188154,0.03252742281645632,0.8153594771241831,0.30881211722870705,0.1830065359477124,0.7875816993464049,0.27739843378710366,0.23112870722355597,0.038843550217264385,0.03236449255722862,,,0.8153594771241831,0.30881211722870705
4_1,6,0.047872340425531915,0.005319148936170213,0.8563829787234043,0.09042553191489362,0.20614406286162826,0.03646624787447364,0.3159899938696114,0.24129142984482205,0.030069201976652846,0.005319148936170213,0.046091877769210615,0.035195972362829786,0.8563829787234043,0.3159899938696114,0.5354609929078015,0.6205673758865249,0.1869413423359183,0.20472123045144508,0.02726819731043372,0.029861660539238548,,,0.8563829787234043,0.3159899938696114
4_1,9,0.054964539007092195,0.005319148936170213,0.874113475177305,0.06560283687943262,0.21015622477528412,0.03646624787447364,0.27631566066978624,0.16294408866364107,0.030654435940076438,0.005319148936170213,0.04030478149433349,0.023767838107554184,0.874113475177305,0.27631566066978624,0.12411347517730498,0.13829787234042554,0.27467170809883423,0.2955367444400361,0.04006498636654863,0.043108464715061294,,,0.874113475177305,0.27631566066978624
4_2,6,0.05345911949685535,0.12264150943396226,0.16666666666666666,0.6572327044025157,0.17456779627840993,0.3047013098820412,0.302676804303283,0.4123689824820388,0.023978730944082247,0.041853943761301436,0.04157585653328593,0.056643235988679916,0.6572327044025157,0.4123689824820388,0.459119496855346,0.6226415094339622,0.17874700516694605,0.18533563742637807,0.02455278943387094,0.025457807676677047,,,0.6572327044025157,0.4123689824820388
4_2,9,0.09119496855345911,0.10377358490566038,0.11949685534591195,0.6855345911949685,0.251737631648256,0.27922438189146487,0.24920248539939796,0.41783218700109,0.03457882305031179,0.03835441856483573,0.034230593931876246,0.05739366484238381,0.6855345911949685,0.41783218700109,0.11949685534591195,0.21069182389937102,0.2296814927915321,0.3319698771800579,0.0315491793784216,0.04559956954342979,,,0.6855345911949685,0.41783218700109
5_1,4,0.32608695652173925,0.30434782608695665,0.03260869565217391,0.33695652173913054,0.3271774573023448,0.23321252911434628,0.1546384282067716,0.24655435489864044,0.04823968431444305,0.03438531149245011,0.022800192351525028,0.036352456384764295,0.33695652173913054,0.24655435489864044,0.14855072463768118,0.8224637681159419,0.2414673785435576,0.2393462647724997,0.03560242264005717,0.0352896814764253,,,0.33695652173913054,0.24655435489864044
5_1,8,0.03985507246376811,0.45652173913043476,0.02536231884057971,0.4782608695652173,0.16918388932104939,0.22342668753327877,0.09917804979390975,0.22664677377896253,0.024944803591389134,0.03294246786711559,0.014623005669241847,0.033417243682166684,0.4782608695652173,0.22664677377896253,0.07608695652173914,0.9384057971014493,0.21287717939013395,0.146391558702932,0.0313870277500183,0.02158425777972475,,,0.4782608695652173,0.22664677377896253
5_2,3,0.08333333333333333,0.3302469135802469,0.3302469135802469,0.2561728395061729,0.2428214655893162,0.3138834003836709,0.32856772711355386,0.24057269843358647,0.033043816071589356,0.04271412053720597,0.04471240429856847,0.03273779762259671,0.3302469135802469,0.3138834003836709,0.6728395061728394,0.4104938271604939,0.21709672597894866,0.25639200153620856,0.029543122415402502,0.03489053210525509,,,0.3302469135802469,0.3138834003836709
5_2,10,0.0771604938271605,0.4722222222222222,0.07098765432098765,0.37962962962962965,0.21830047513794779,0.35687321357316476,0.18415155278730255,0.35045144091422137,0.029706931927505405,0.0485642931178632,0.02505985220389403,0.047690400547942796,0.4722222222222222,0.35687321357316476,0.5895061728395061,0.5092592592592593,0.2798490214453937,0.2658333415482081,0.03808262819768897,0.03617533574511739,,,0.4722222222222222,0.35687321357316476
5_2,14,0.04938271604938271,0.7067901234567903,0.12654320987654322,0.11728395061728394,0.16628771267100897,0.37713082269528014,0.23942012665910184,0.23431874049776455,0.022628891474361822,0.05132100454885945,0.03258095247040663,0.03188674174395264,0.7067901234567903,0.37713082269528014,0.1604938271604938,0.867283950617284,0.2746504600819587,0.21076786248135096,0.03737519360119103,0.028681873180911366,,,0.7067901234567903,0.37713082269528014
6_1,3,0.32407407407407407,0.22037037037037036,0.20185185185185184,0.2537037037037037,0.31343155205350837,0.2118309100572148,0.1824781093216217,0.23899750878020157,0.04672361711232723,0.031577887641571746,0.02720223045658561,0.03562764507237557,0.22037037037037036,0.2118309100572148,0.5333333333333333,0.46666666666666656,0.15324767040594278,0.1447742931586818,0.022844813894744725,0.021581677393153014,,,0.22037037037037036,0.2118309100572148
6_1,7,0.07962962962962962,0.8685185185185186,0.024074074074074074,0.027777777777777776,0.17762777762771437,0.2602015104455762,0.0950515248069472,0.1528351591047879,0.02647918569785238,0.03878855101362867,0.014169444722222767,0.022783320340686777,0.8685185185185186,0.2602015104455762,0.9111111111111113,0.09259259259259257,0.1689241058444695,0.1865271243698929,0.025181718913773556,0.027805821982575876,,,0.8685185185185186,0.2602015104455762
6_2,5,0.056060606060606054,0.48030303030303034,0.34393939393939393,0.1196969696969697,0.20415850667401175,0.31466375857051815,0.2814820352643852,0.30078927226136176,0.027528727424063922,0.04242925255008203,0.03795502989222439,0.04055841719780576,0.34393939393939393,0.2814820352643852,0.5030303030303029,0.4787878787878788,0.3000187049911334,0.2869854412191577,0.04045451392828443,0.03869710899978179,,,0.34393939393939393,0.2814820352643852
6_2,9,0.25000000000000006,0.22272727272727275,0.4681818181818182,0.05909090909090909,0.38590122192916126,0.3043133611481566,0.4177427182796193,0.20951684036684612,0.05203491014980752,0.04103360524636282,0.05632841664182804,0.02825124499181214,0.4681818181818182,0.4177427182796193,0.2,0.6363636363636365,0.3083208205669246,0.28525295447359467,0.041573970964154904,0.0384635005346662,,,0.4681818181818182,0.4177427182796193
6_2,15,0.16212121212121214,0.2590909090909091,0.5590909090909091,0.019696969696969695,0.3426244411440687,0.36524441027456206,0.4293360049689969,0.08631045677955215,0.04619947021917527,0.049249546234515544,0.057891655100123104,0.011638099617982732,0.5590909090909091,0.4293360049689969,0.12424242424242424,0.17878787878787877,0.27818152476089075,0.31238914981208027,0.037509989146721504,0.042122544367662725,,,0.5590909090909091,0.4293360049689969
7_1,4,0.03298611111111111,0.3836805555555555,0.26215277777777785,0.32118055555555564,0.10276839296492182,0.3210224796289318,0.2629560000437769,0.2712535383594065,0.014833339835620714,0.04633560375742123,0.03795442935257546,0.03915207584761046,0.3836805555555555,0.3210224796289318,0.22569444444444442,0.6076388888888887,0.25840386438983387,0.21329782321186228,0.037297385166277536,0.030786888912232472,,,0.3836805555555555,0.3210224796289318
7_1,7,0.020833333333333332,0.21875,0.2395833333333334,0.5208333333333331,0.08680703308435213,0.24530159465528453,0.2245464301448147,0.33751805835586346,0.012529515979700862,0.035406235426718245,0.032410485472419565,0.0487165354620294,0.21875,0.24530159465528453,0.17013888888888887,0.6840277777777777,0.2673961284673108,0.26237590409795913,0.03859530668771641,0.03787069971495704,,,0.21875,0.24530159465528453
7_2,3,0.030448717948717948,0.04006410256410256,0.453525641025641,0.47596153846153844,0.0990544157269759,0.11841636667891778,0.39240247304865544,0.4060197020979454,0.01373637596018224,0.01642139545826859,0.05441643219983859,0.05630480210625984,0.453525641025641,0.39240247304865544,0.5576923076923077,0.4807692307692309,0.2377376471493946,0.2254355410624606,0.03296827988097337,0.0312622847158719,,,0.453525641025641,0.39240247304865544
