participant_code,plan_id,step,timestep,goal_probs_1,goal_probs_2,goal_probs_3,goal_probs_4,true_goal_probs,statement_ratings_1,statement_ratings_2,statement_probs_1,statement_probs_2,reward,goal_reward,time_spent
1705959210140,1_3,2,19,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.8333333333333334,1.0,,40.199
1705959210140,1_3,3,21,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,47.632
1705959210140,2_1,1,5,0.25,0.25,0.25,0.25,0.25,4.0,4.0,0.5,0.5,0.25,,16.632
1705959210140,2_1,2,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,7.0,1.0,1.0,0.0,0.3333333333333333,,46.505
1705959210140,4_1,1,6,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.5,0.5,1.0,,18.677
1705959210140,4_1,2,9,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,29.69
1705959210140,5_1,1,4,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3.0,6.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,,26.557
1705959210140,5_1,2,8,0.0,0.5,0.0,0.5,0.5,1.0,7.0,0.0,1.0,0.5,,43.076
1705959210140,6_2,1,5,0.0,0.5,0.5,0.0,0.5,4.0,4.0,0.5,0.5,0.5,,28.34
1705959210140,6_2,2,9,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,46.705
1705959210140,6_2,3,15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,59.803
1705959210140,7_2,1,3,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.16666666666666666,0.16666666666666666,0.0,,25.358
1705959210140,7_2,2,7,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,69.379
1705959210140,8_2,1,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,4.0,4.0,0.5,0.5,0.3333333333333333,,17.247
1705959210140,8_2,2,8,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,33.142
1705959210140,9_2,1,6,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,4.0,0.5,0.5,0.3333333333333333,,16.256
1705959210140,9_2,2,8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,4.0,0.5,0.5,0.3333333333333333,,38.142
1705959388896,1_2,1,17,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.3333333333333333,0.3333333333333333,0.0,,245.807
1705959388896,1_2,2,20,0.0,1.0,0.0,0.0,0.0,4.0,7.0,0.5,1.0,0.0,,256.775
1705959388896,2_2,1,6,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.3333333333333333,0.8333333333333334,1.0,,33.733
1705959388896,3_1,1,4,0.0,0.0,1.0,0.0,1.0,7.0,4.0,1.0,0.5,1.0,,54.744
1705959388896,3_1,2,6,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.16666666666666666,0.5,1.0,,74.597
1705959388896,4_2,1,6,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.5,0.5,1.0,,19.761
1705959388896,4_2,2,9,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.5,0.5,0.0,,68.929
1705959388896,5_2,1,3,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.5,0.5,1.0,,20.254
1705959388896,5_2,2,10,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.5,0.5,1.0,,57.295
1705959388896,5_2,3,14,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.3333333333333333,1.0,1.0,,76.683
1705959388896,6_1,1,3,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.5,0.5,0.0,,24.836
1705959388896,6_1,2,7,0.0,1.0,0.0,0.0,1.0,4.0,4.0,0.5,0.5,1.0,,40.223
1705959388896,7_1,1,4,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.5,0.5,0.0,,29.373
1705959388896,7_1,2,7,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.5,0.5,0.0,,37.697
1705959388896,8_1,1,8,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.5,0.5,0.0,,17.513
1705959388896,8_1,2,18,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.5,0.5,1.0,,38.251
1705959388896,8_1,3,25,0.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,0.5,1.0,,53.473
1705959388896,9_1,1,3,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.5,0.5,0.0,,20.879
1705959388896,9_1,2,9,0.0,0.0,1.0,0.0,1.0,7.0,4.0,1.0,0.5,1.0,,34.556
1705960838055,1_1,1,4,0.0,0.5,0.0,0.5,0.5,1.0,5.0,0.0,0.6666666666666666,0.5,,40.648
1705960838055,1_1,2,6,0.0,0.5,0.0,0.5,0.5,1.0,7.0,0.0,1.0,0.5,,59.332
1705960838055,1_3,1,16,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.6666666666666666,0.6666666666666666,1.0,,23.285
1705960838055,1_3,2,19,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,32.328
1705960838055,1_3,3,21,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,42.606
1705960838055,2_1,1,5,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,,21.297
1705960838055,2_1,2,10,1.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,,35.809
1705960838055,4_1,1,6,0.0,0.0,1.0,0.0,1.0,4.0,6.0,0.5,0.8333333333333334,1.0,,26.914
1705960838055,4_1,2,9,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,40.051
1705960838055,5_1,1,4,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,16.765
1705960838055,5_1,2,8,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,29.46
1705960838055,6_1,1,3,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,,22.428
1705960838055,6_1,2,7,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,,31.292
1705960838055,7_1,1,4,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,27.048
1705960838055,7_1,2,7,0.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,38.567
1705960838055,8_2,1,5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,24.246
1705960838055,8_2,2,8,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,40.024
1705960838055,9_2,1,6,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.5,0.5,1.0,,32.527
1705960838055,9_2,2,8,0.0,0.5,0.0,0.5,0.5,7.0,7.0,1.0,1.0,0.5,,65.893
1706016817208,1_2,1,17,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.5,0.5,1.0,,16.903
1706016817208,1_2,2,20,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,1.0,,29.827
1706016817208,2_2,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,7.0,0.0,1.0,0.3333333333333333,,18.984
1706016817208,3_1,1,4,0.0,0.0,0.0,1.0,0.0,7.0,4.0,1.0,0.5,0.0,,27.052
1706016817208,3_1,2,6,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.5,1.0,,44.754
1706016817208,4_2,1,6,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.16666666666666666,1.0,1.0,,13.766
1706016817208,4_2,2,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,24.01
1706016817208,5_2,1,3,0.0,0.0,0.5,0.5,0.0,4.0,1.0,0.5,0.0,0.0,,29.882
1706016817208,5_2,2,10,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.3333333333333333,0.16666666666666666,0.0,,46.714
1706016817208,5_2,3,14,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.5,1.0,,63.271
1706016817208,6_2,1,5,0.0,0.5,0.5,0.0,0.5,4.0,4.0,0.5,0.5,0.5,,27.008
1706016817208,6_2,2,9,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,46.422
1706016817208,6_2,3,15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,55.626
1706016817208,7_2,1,3,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,,13.179
1706016817208,7_2,2,7,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,,23.584
1706016817208,8_1,1,8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,3.0,0.5,0.3333333333333333,0.3333333333333333,,21.6
