level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm112_1,187,87,100,19,9.842105263157896,2.5177967347167365,5.157894736842105,14.792105263157891
sm211_2,62,27,35,8,7.75,4.3842551879341976,1.25,17.75
sm221_1,85,37,48,11,7.7272727272727275,2.1229441682550925,4.0,12.272727272727273
sm611_2,75,24,51,10,7.5,2.116140971819367,3.5,11.7
sm111_1,130,81,49,19,6.842105263157895,1.6408487321649017,3.682894736842105,10.157894736842104
sm431_1,51,32,19,8,6.375,1.0482169127600434,4.25,8.375
sm611_1,46,14,32,9,5.111111111111111,1.638663331441241,1.7777777777777777,8.444444444444445
sm211_1,54,19,35,11,4.909090909090909,1.223718986360458,2.727272727272727,7.545454545454546
sm431_2,53,19,34,11,4.818181818181818,1.4486369210724899,1.9090909090909092,7.818181818181818
sm221_2,21,6,15,8,2.625,0.7207711224868898,1.125,4.0
sm543_1,17,17,0,8,2.125,1.8999429972416984,0.0,6.375
sm543_2,1,0,1,11,0.09090909090909091,0.08367821320797743,0.0,0.2727272727272727
comprehension_check,0,0,0,19,0.0,0.0,0.0,0.0
experiment,0,0,0,19,0.0,0.0,0.0,0.0
s111_1,0,0,0,19,0.0,0.0,0.0,0.0
