level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm111_1,153,3,150,12,12.75,2.4545735572629885,7.75,17.5
sm112_1,146,47,99,12,12.166666666666666,3.5651763440689375,5.666666666666667,19.506249999999994
sm631_2,48,36,12,5,9.6,2.837965829612832,4.0,15.0
sm211_3,54,16,38,7,7.714285714285714,2.7358359022057743,3.5714285714285716,13.857142857142858
sm321_3,46,32,14,6,7.666666666666667,3.097856933218479,2.1666666666666665,13.170833333333329
sm543_3,35,35,0,6,5.833333333333333,3.208323204140548,0.16666666666666666,11.5
sm211_1,29,15,14,5,5.8,1.8628529789602886,2.4,9.204999999999995
sm321_1,29,3,26,6,4.833333333333333,1.651393406646899,1.9958333333333336,8.333333333333334
sm631_3,31,30,1,7,4.428571428571429,1.7661805284186234,1.4285714285714286,7.428571428571429
sm351_3,25,5,20,6,4.166666666666667,1.0358425302744154,3.0,6.5
sm351_2,20,0,20,6,3.3333333333333335,0.7421258134205866,1.6666666666666667,4.666666666666667
sm543_1,5,5,0,6,0.8333333333333334,0.7446449911397353,0.0,2.5
comprehension_check,0,0,0,12,0.0,0.0,0.0,0.0
experiment,0,0,0,12,0.0,0.0,0.0,0.0
s111_1,0,0,0,12,0.0,0.0,0.0,0.0
