level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation,bootstrap_sd,ci_lower,ci_upper
sm511_1,55,2,53,3,18.333333333333332,3.862907000555331,9.0,23.0
sm421_2,33,4,29,2,16.5,1.0525130801010425,15.0,18.0
sm311_1,46,29,17,3,15.333333333333334,5.685178804207796,8.0,29.0
sm511_2,54,31,23,4,13.5,3.2754126958794565,7.0,20.5
sm541_1,87,51,36,7,12.428571428571429,2.13612060899054,7.857142857142857,15.857142857142858
sm411_1,62,12,50,5,12.4,2.16490733838282,7.6,16.6
sm361_1,37,6,31,3,12.333333333333334,1.5364903088323736,10.0,16.0
sm521_2,36,36,0,3,12.0,0.0,12.0,12.0
sm541_2,24,0,24,2,12.0,0.0,12.0,12.0
sm612_1,59,29,30,5,11.8,0.9983449567422339,9.8,13.6
sm521_1,46,6,40,4,11.5,4.560817415002819,2.5,20.5
sm111_1,166,125,41,15,11.066666666666666,3.3440025155395814,5.0,17.669999999999998
sm432_2,33,33,0,3,11.0,4.4672039876216285,0.0,17.0
sm361_2,20,0,20,2,10.0,0.0,10.0,10.0
sm351_1,20,0,20,2,10.0,0.0,10.0,10.0
sm321_2,10,1,9,1,10.0,0.0,10.0,10.0
sm112_1,146,62,84,15,9.733333333333333,2.7819172328012964,4.863333333333333,15.60333333333333
sm321_1,58,38,20,6,9.666666666666666,2.1912191614797134,5.329166666666667,13.666666666666666
sm341_1,35,3,32,4,8.75,2.592610473358188,2.75,12.5
sm611_1,17,1,16,2,8.5,0.3605676205776234,8.0,9.0
sm331_2,40,20,20,5,8.0,2.434255993572213,3.4,12.804999999999996
sm611_2,36,4,32,5,7.2,1.7188305263691295,3.9800000000000013,10.4
sm341_2,36,8,28,5,7.2,1.7785769862719174,3.4,10.0
sm431_2,14,14,0,2,7.0,0.7165643477486614,6.0,8.0
sm331_1,27,13,14,4,6.75,4.160474069379832,0.0,15.75
sm531_2,31,22,9,5,6.2,1.690690508163571,2.8,9.4
sm432_1,37,0,37,6,6.166666666666667,1.8395305818742291,2.320833333333334,9.5
sm421_1,30,21,9,5,6.0,2.171017576464391,2.0,10.0
sm211_1,24,8,16,4,6.0,3.2589120032527643,1.0,13.25
sm531_1,24,0,24,4,6.0,1.736286465618704,2.0,8.0
sm351_2,28,0,28,5,5.6,1.987085178724734,1.8,9.4
sm211_2,11,1,10,2,5.5,0.35724869016782496,5.0,6.0
sm221_2,14,2,12,3,4.666666666666667,0.5293999095808991,4.0,6.0
sm431_1,18,18,0,4,4.5,1.3021041529867052,1.5,6.0
sm612_2,11,0,11,3,3.6666666666666665,2.9416509119651915,0.0,11.0
sm543_1,18,18,0,5,3.6,3.2946226458243104,0.0,10.8
sm371_1,14,14,0,5,2.8,2.5352153274932596,0.0,8.4
sm311_2,8,0,8,3,2.6666666666666665,2.2124003163089743,0.0,8.0
sm411_2,7,7,0,3,2.3333333333333335,1.899423136822636,0.0,7.0
sm221_1,4,1,3,3,1.3333333333333333,0.5262589705265034,0.6500000000000009,2.0
comprehension_check,0,0,0,15,0.0,0.0,0.0,0.0
sm543_2,0,0,0,4,0.0,0.0,0.0,0.0
experiment,0,0,0,15,0.0,0.0,0.0,0.0
s111_1,0,0,0,15,0.0,0.0,0.0,0.0
sm371_2,0,0,0,4,0.0,0.0,0.0,0.0
